"id","internal_id","state_name","city_name","village_name","neighborhood_name","location_type"
1459,20583,"Шумен",NULL,"Църквица",NULL,"village"
1460,20588,"Шумен",NULL,"Черенча",NULL,"village"
1461,20590,"Шумен",NULL,"Черна",NULL,"village"
1462,20593,"Шумен",NULL,"Черни Връх",NULL,"village"
1463,20595,"Шумен",NULL,"Черноглавци",NULL,"village"
1464,20602,"Шумен",NULL,"Янково",NULL,"village"
1465,20604,"Шумен",NULL,"Ясенково",NULL,"village"
1466,20623,"Шумен",NULL,"Никола Козлево",NULL,"village"
1467,20645,"Шумен",NULL,"Златна Нива",NULL,"village"
1468,21901,"Бургас",NULL,"Синеморец",NULL,"village"
1469,22571,"Бургас",NULL,"Равда",NULL,"village"
1470,22976,"Бургас",NULL,"Елените",NULL,"village"
1471,23029,"Бургас",NULL,"Лозенец",NULL,"village"
1472,23279,"Бургас",NULL,"Дебелт",NULL,"village"
1473,23413,"Бургас",NULL,"Граматиково",NULL,"village"
1474,23425,"Бургас",NULL,"Българи",NULL,"village"
1475,23485,"Бургас",NULL,"Александрово",NULL,"village"
1476,23491,"Бургас",NULL,"Аспарухово",NULL,"village"
1477,23493,"Бургас",NULL,"Атия",NULL,"village"
1478,23514,"Бургас",NULL,"Баня",NULL,"village"
1479,23524,"Бургас",NULL,"Бата",NULL,"village"
1480,23536,"Бургас",NULL,"Белеврен",NULL,"village"
1481,23538,"Бургас",NULL,"Белила",NULL,"village"
1482,23540,"Бургас",NULL,"Белодол",NULL,"village"
1483,23545,"Бургас",NULL,"Бероново",NULL,"village"
1484,23547,"Бургас",NULL,"Билка",NULL,"village"
1485,23552,"Бургас",NULL,"Бистрец",NULL,"village"
1486,23554,"Бургас",NULL,"Близнак",NULL,"village"
1487,23556,"Бургас",NULL,"Богданово",NULL,"village"
1488,23558,"Бургас",NULL,"Босилково",NULL,"village"
1489,23560,"Бургас",NULL,"Братово",NULL,"village"
1490,23562,"Бургас",NULL,"Бродилово",NULL,"village"
1491,23566,"Бургас",NULL,"Бръшлян",NULL,"village"
1492,23569,"Бургас",NULL,"Брястовец",NULL,"village"
1493,23614,"Бургас",NULL,"Бяла Вода",NULL,"village"
1494,23616,"Бургас",NULL,"Варвара",NULL,"village"
1495,23623,"Бургас",NULL,"Варовник",NULL,"village"
1496,23625,"Бургас",NULL,"Ведрово",NULL,"village"
1497,23627,"Бургас",NULL,"Везенково",NULL,"village"
1498,23630,"Бургас",NULL,"Велика",NULL,"village"
1499,23634,"Бургас",NULL,"Велислав",NULL,"village"
1500,23636,"Бургас",NULL,"Венец",NULL,"village"
1501,23640,"Бургас",NULL,"Веселие",NULL,"village"
1502,23651,"Бургас",NULL,"Визица",NULL,"village"
1503,23653,"Бургас",NULL,"Винарско",NULL,"village"
1504,23655,"Бургас",NULL,"Вишна",NULL,"village"
1505,23657,"Бургас",NULL,"Вратица",NULL,"village"
1506,23659,"Бургас",NULL,"Вресово",NULL,"village"
1507,23662,"Бургас",NULL,"Вълчаново",NULL,"village"
1508,23664,"Бургас",NULL,"Вълчин",NULL,"village"
1509,23666,"Бургас",NULL,"Вършило",NULL,"village"
1510,23668,"Бургас",NULL,"Габерово",NULL,"village"
1511,23673,"Бургас",NULL,"Габър",NULL,"village"
1512,23675,"Бургас",NULL,"Завет",NULL,"village"
1513,23677,"Бургас",NULL,"Глумче",NULL,"village"
1514,23679,"Бургас",NULL,"Голямо Буково",NULL,"village"
1515,23681,"Бургас",NULL,"Горица",NULL,"village"
1516,23688,"Бургас",NULL,"Горно Ябълково",NULL,"village"
1517,23690,"Бургас",NULL,"Горово",NULL,"village"
1518,23692,"Бургас",NULL,"Гранитец",NULL,"village"
1519,23694,"Бургас",NULL,"Граничар",NULL,"village"
1520,23696,"Бургас",NULL,"Грозден",NULL,"village"
1521,23699,"Бургас",NULL,"Гълъбец",NULL,"village"
1522,23712,"Бургас",NULL,"Гюльовца",NULL,"village"
1523,23726,"Бургас",NULL,"Деветак",NULL,"village"
1524,23728,"Бургас",NULL,"Деветинци",NULL,"village"
1525,23730,"Бургас",NULL,"Детелина",NULL,"village"
1526,23732,"Бургас",NULL,"Димчево",NULL,"village"
1527,23735,"Бургас",NULL,"Добра Поляна",NULL,"village"
1528,23737,"Бургас",NULL,"Добриново",NULL,"village"
1529,23739,"Бургас",NULL,"Добромир",NULL,"village"
1530,23752,"Бургас",NULL,"Долно Ябълково",NULL,"village"
1531,23754,"Бургас",NULL,"Драганово",NULL,"village"
1532,23756,"Бургас",NULL,"Драганци",NULL,"village"
1533,23758,"Бургас",NULL,"Драгово",NULL,"village"
1534,23760,"Бургас",NULL,"Драка",NULL,"village"
1535,23762,"Бургас",NULL,"Драчево",NULL,"village"
1536,23764,"Бургас",NULL,"Дропла",NULL,"village"
1537,23766,"Бургас",NULL,"Дрянковец",NULL,"village"
1538,23768,"Бургас",NULL,"Дъбник",NULL,"village"
1539,23774,"Бургас",NULL,"Дъбовица",NULL,"village"
1540,23776,"Бургас",NULL,"Дъскотна",NULL,"village"
1541,23783,"Бургас",NULL,"Дюлево",NULL,"village"
1542,23788,"Бургас",NULL,"Дюля",NULL,"village"
1543,23790,"Бургас",NULL,"Евренозово",NULL,"village"
1544,23793,"Бургас",NULL,"Екзарх Антимово",NULL,"village"
1545,23802,"Бургас",NULL,"Емона",NULL,"village"
1546,23804,"Бургас",NULL,"Есен",NULL,"village"
1547,23806,"Бургас",NULL,"Железник",NULL,"village"
1548,23808,"Бургас",NULL,"Желязово",NULL,"village"
1549,23810,"Бургас",NULL,"Житосвят",NULL,"village"
1550,23812,"Бургас",NULL,"Заберново",NULL,"village"
1551,23814,"Бургас",NULL,"Загорци",NULL,"village"
1552,23816,"Бургас",NULL,"Заимчево",NULL,"village"
1553,23818,"Бургас",NULL,"Зайчар",NULL,"village"
1554,23820,"Бургас",NULL,"Звезда",NULL,"village"
1555,23822,"Бургас",NULL,"Звездец",NULL,"village"
1556,23830,"Бургас",NULL,"Зетьово",NULL,"village"
1557,23832,"Бургас",NULL,"Зидарово",NULL,"village"
1558,23836,"Бургас",NULL,"Зимен",NULL,"village"
1559,23838,"Бургас",NULL,"Зорница",NULL,"village"
1560,23840,"Бургас",NULL,"Извор",NULL,"village"
1561,23846,"Бургас",NULL,"Изворище",NULL,"village"
1562,23849,"Бургас",NULL,"Изгрев",NULL,"village"
1563,23852,"Бургас",NULL,"Индже Войвода",NULL,"village"
1564,23854,"Бургас",NULL,"Искра",NULL,"village"
1565,23856,"Бургас",NULL,"Калово",NULL,"village"
1566,23858,"Бургас",NULL,"Каменар",NULL,"village"
1567,23942,"Бургас",NULL,"Каменяк",NULL,"village"
1568,23944,"Бургас",NULL,"Камчия",NULL,"village"
1569,23946,"Бургас",NULL,"Каравельово",NULL,"village"
1570,23948,"Бургас",NULL,"Карагеоргиево",NULL,"village"
1571,23952,"Бургас",NULL,"Караново",NULL,"village"
1572,23954,"Бургас",NULL,"Кирово",NULL,"village"
1573,23958,"Бургас",NULL,"Кликач",NULL,"village"
1574,23961,"Бургас",NULL,"Климаш",NULL,"village"
1575,23963,"Бургас",NULL,"Козаре",NULL,"village"
1576,23965,"Бургас",NULL,"Козичино",NULL,"village"
1577,23967,"Бургас",NULL,"Козница",NULL,"village"
1578,23970,"Бургас",NULL,"Кондолово",NULL,"village"
1579,23972,"Бургас",NULL,"Константиново",NULL,"village"
1580,23974,"Бургас",NULL,"Косовец",NULL,"village"
1581,23976,"Бургас",NULL,"Костен",NULL,"village"
1582,23978,"Бургас",NULL,"Кости",NULL,"village"
1583,23980,"Бургас",NULL,"Кошарица",NULL,"village"
1584,24011,"Бургас",NULL,"Крумово Градище",NULL,"village"
1585,24013,"Бургас",NULL,"Крушевец",NULL,"village"
1586,24017,"Бургас",NULL,"Крушово",NULL,"village"
1587,24019,"Бургас",NULL,"Кръстина",NULL,"village"
1588,24021,"Бургас",NULL,"Кубадин",NULL,"village"
1589,24030,"Бургас",NULL,"Ливада",NULL,"village"
1590,24032,"Бургас",NULL,"Листец",NULL,"village"
1591,24034,"Бургас",NULL,"Лозарево",NULL,"village"
1592,24050,"Бургас",NULL,"Лозица",NULL,"village"
1593,24052,"Бургас",NULL,"Лъка",NULL,"village"
1594,24059,"Бургас",NULL,"Люляково",NULL,"village"
1595,24075,"Бургас",NULL,"Лясково",NULL,"village"
1596,24077,"Бургас",NULL,"Малина",NULL,"village"
1597,24079,"Бургас",NULL,"Малка Поляна",NULL,"village"
1598,24082,"Бургас",NULL,"Манолич",NULL,"village"
1599,24096,"Бургас",NULL,"Маринка",NULL,"village"
1600,24118,"Бургас",NULL,"Медово",NULL,"village"
1601,24125,"Бургас",NULL,"Миролюбово",NULL,"village"
1602,24130,"Бургас",NULL,"Младежко",NULL,"village"
1603,24132,"Бургас",NULL,"Момина Църква",NULL,"village"
1604,24135,"Бургас",NULL,"Мрежичко",NULL,"village"
1605,24137,"Бургас",NULL,"Мъглен",NULL,"village"
1606,24141,"Бургас",NULL,"Мъдрино",NULL,"village"
1607,24144,"Бургас",NULL,"Невестино",NULL,"village"
1608,24146,"Бургас",NULL,"Ново Паничарево",NULL,"village"
1609,24159,"Бургас",NULL,"Огнен",NULL,"village"
1610,24161,"Бургас",NULL,"Оризаре",NULL,"village"
1611,24180,"Бургас",NULL,"Орлинци",NULL,"village"
1612,24182,"Бургас",NULL,"Паницово",NULL,"village"
1613,24184,"Бургас",NULL,"Пещерско",NULL,"village"
1614,24187,"Бургас",NULL,"Пирне",NULL,"village"
1615,24189,"Бургас",NULL,"Писменово",NULL,"village"
1616,24192,"Бургас",NULL,"Планиница",NULL,"village"
1617,24195,"Бургас",NULL,"Подвис",NULL,"village"
1618,24205,"Бургас",NULL,"Подгорец",NULL,"village"
1619,24207,"Бургас",NULL,"Полски Извор",NULL,"village"
1620,24210,"Бургас",NULL,"Поляново",NULL,"village"
1621,24212,"Бургас",NULL,"Порой",NULL,"village"
1622,24222,"Бургас",NULL,"Преображенци",NULL,"village"
1623,24225,"Бургас",NULL,"Прилеп",NULL,"village"
1624,24229,"Бургас",NULL,"Припек",NULL,"village"
1625,24231,"Бургас",NULL,"Присад",NULL,"village"
1626,24233,"Бургас",NULL,"Приселци (Бургаско)",NULL,"village"
1627,24235,"Бургас",NULL,"Просеник",NULL,"village"
1628,24247,"Бургас",NULL,"Проход",NULL,"village"
1629,24249,"Бургас",NULL,"Пчелин",NULL,"village"
1630,24251,"Бургас",NULL,"Пънчево",NULL,"village"
1631,24254,"Бургас",NULL,"Равадиново",NULL,"village"
1632,24266,"Бургас",NULL,"Равна Гора",NULL,"village"
1633,24268,"Бургас",NULL,"Равнец",NULL,"village"
1634,24276,"Бургас",NULL,"Радойново",NULL,"village"
1635,24278,"Бургас",NULL,"Разбойна",NULL,"village"
1636,24280,"Бургас",NULL,"Раклиново",NULL,"village"
1637,24282,"Бургас",NULL,"Раклица",NULL,"village"
1638,24284,"Бургас",NULL,"Раковсково",NULL,"village"
1639,24286,"Бургас",NULL,"Резово",NULL,"village"
1640,24291,"Бургас",NULL,"Речица",NULL,"village"
1641,24293,"Бургас",NULL,"Рожден",NULL,"village"
1642,24295,"Бургас",NULL,"Росен",NULL,"village"
1643,24312,"Бургас",NULL,"Росеново",NULL,"village"
1644,24314,"Бургас",NULL,"Рудина",NULL,"village"
1645,24316,"Бургас",NULL,"Руен",NULL,"village"
1646,24337,"Бургас",NULL,"Рупча",NULL,"village"
1647,24339,"Бургас",NULL,"Русокастро",NULL,"village"
1648,24346,"Бургас",NULL,"Ръжица",NULL,"village"
1649,24353,"Бургас",NULL,"Садово",NULL,"village"
1650,24355,"Бургас",NULL,"Сан Стефано",NULL,"village"
1651,24357,"Бургас",NULL,"Светлина",NULL,"village"
1652,24359,"Бургас",NULL,"Свобода",NULL,"village"
1653,24361,"Бургас",NULL,"Сигмен",NULL,"village"
1654,24363,"Бургас",NULL,"Сини Рид",NULL,"village"
1655,24365,"Бургас",NULL,"Синьо Камене",NULL,"village"
1656,24367,"Бургас",NULL,"Скала",NULL,"village"
1657,24369,"Бургас",NULL,"Скалак",NULL,"village"
1658,24374,"Бургас",NULL,"Славянци",NULL,"village"
1659,24390,"Бургас",NULL,"Сливарово",NULL,"village"
1660,24392,"Бургас",NULL,"Сливово",NULL,"village"
1661,24394,"Бургас",NULL,"Смолник",NULL,"village"
1662,24396,"Бургас",NULL,"Снежа",NULL,"village"
1663,24398,"Бургас",NULL,"Снягово",NULL,"village"
1664,24401,"Бургас",NULL,"Соколец",NULL,"village"
1665,24403,"Бургас",NULL,"Соколово",NULL,"village"
1666,24405,"Бургас",NULL,"Средна Махала",NULL,"village"
1667,24407,"Бургас",NULL,"Стоилово",NULL,"village"
1668,24409,"Бургас",NULL,"Страцин",NULL,"village"
1669,24423,"Бургас",NULL,"Струя",NULL,"village"
1670,24486,"Бургас",NULL,"Суходол",NULL,"village"
1671,24488,"Бургас",NULL,"Съдиево",NULL,"village"
1672,24490,"Бургас",NULL,"Съединение",NULL,"village"
1673,24502,"Бургас",NULL,"Сърнево",NULL,"village"
1674,24504,"Бургас",NULL,"Твърдица",NULL,"village"
1675,24514,"Бургас",NULL,"Терзийско",NULL,"village"
1676,24516,"Бургас",NULL,"Тополица",NULL,"village"
1677,24524,"Бургас",NULL,"Топчийско",NULL,"village"
1678,24535,"Бургас",NULL,"Тракийци",NULL,"village"
1679,24537,"Бургас",NULL,"Трояново",NULL,"village"
1680,24544,"Бургас",NULL,"Трънак",NULL,"village"
1681,24558,"Бургас",NULL,"Тръстиково",NULL,"village"
1682,24562,"Бургас",NULL,"Тънково",NULL,"village"
1683,24588,"Бургас",NULL,"Фазаново",NULL,"village"
1684,24590,"Бургас",NULL,"Факия",NULL,"village"
1685,24592,"Бургас",NULL,"Хаджиите",NULL,"village"
1686,24594,"Бургас",NULL,"Церковски",NULL,"village"
1687,24601,"Бургас",NULL,"Черково",NULL,"village"
1688,24603,"Бургас",NULL,"Черна Могила",NULL,"village"
1689,24605,"Бургас",NULL,"Черни Връх",NULL,"village"
1690,24612,"Бургас",NULL,"Черница",NULL,"village"
1691,24615,"Бургас",NULL,"Черноград",NULL,"village"
1692,24619,"Бургас",NULL,"Чубра",NULL,"village"
1693,24623,"Бургас",NULL,"Чукарка",NULL,"village"
1694,24625,"Бургас",NULL,"Шиварово",NULL,"village"
1695,24627,"Бургас",NULL,"Ябълчево",NULL,"village"
1696,24631,"Бургас",NULL,"Ясеново",NULL,"village"
1697,24633,"Бургас",NULL,"Ясна Поляна",NULL,"village"
1698,25736,"Благоевград",NULL,"Дамяница",NULL,"village"
1699,25962,"Благоевград",NULL,"Рилци",NULL,"village"
1700,26051,"Благоевград",NULL,"Кулата",NULL,"village"
1701,26076,"Благоевград",NULL,"Мосомище",NULL,"village"
1702,26099,"Благоевград",NULL,"Борово",NULL,"village"
1703,26103,"Благоевград",NULL,"Баничан",NULL,"village"
1704,26108,"Благоевград",NULL,"Ново Лески",NULL,"village"
1705,26110,"Благоевград",NULL,"Копривлен",NULL,"village"
1706,26170,"Благоевград",NULL,"Блатска",NULL,"village"
1707,26172,"Благоевград",NULL,"Абланица",NULL,"village"
1708,26206,"Благоевград",NULL,"Боголин",NULL,"village"
1709,26210,"Благоевград",NULL,"Вълкосел",NULL,"village"
1710,26238,"Благоевград",NULL,"Фъргово",NULL,"village"
1711,26240,"Благоевград",NULL,"Кочан",NULL,"village"
1712,26273,"Благоевград",NULL,"Сатовча",NULL,"village"
1713,26315,"Благоевград",NULL,"Долно Дряново",NULL,"village"
1714,26317,"Благоевград",NULL,"Дъбница",NULL,"village"
1715,26327,"Благоевград",NULL,"Дебрен",NULL,"village"
1716,26340,"Благоевград",NULL,"Гърмен",NULL,"village"
1717,26360,"Благоевград",NULL,"Огняново",NULL,"village"
1718,26381,"Благоевград",NULL,"Лъжница",NULL,"village"
1719,26394,"Благоевград",NULL,"Корница",NULL,"village"
1720,26410,"Благоевград",NULL,"Брезница",NULL,"village"
1721,26603,"Благоевград",NULL,"Баня",NULL,"village"
1722,26725,"Благоевград",NULL,"Долно Драглище",NULL,"village"
1723,26730,"Благоевград",NULL,"Горно Драглище",NULL,"village"
1724,26740,"Благоевград",NULL,"Добърско",NULL,"village"
1725,26742,"Благоевград",NULL,"Горно Краище",NULL,"village"
1726,26866,"Благоевград",NULL,"Дагоново",NULL,"village"
1727,26868,"Благоевград",NULL,"Юруково",NULL,"village"
1728,26872,"Благоевград",NULL,"Елешница",NULL,"village"
1729,26887,"Благоевград",NULL,"Аврамово",NULL,"village"
1730,26889,"Благоевград",NULL,"Бабяк",NULL,"village"
1731,26892,"Благоевград",NULL,"Балдево",NULL,"village"
1732,26894,"Благоевград",NULL,"Баскалци",NULL,"village"
1733,26896,"Благоевград",NULL,"Бачево",NULL,"village"
1734,26914,"Благоевград",NULL,"Бел Камен",NULL,"village"
1735,26916,"Благоевград",NULL,"Беласица",NULL,"village"
1736,26950,"Благоевград",NULL,"Бело Поле",NULL,"village"
1737,26959,"Благоевград",NULL,"Бельово",NULL,"village"
1738,26961,"Благоевград",NULL,"Беслен",NULL,"village"
1739,26963,"Благоевград",NULL,"Бистрица",NULL,"village"
1740,26965,"Благоевград",NULL,"Бождово",NULL,"village"
1741,26967,"Благоевград",NULL,"Боровичене",NULL,"village"
1742,26969,"Благоевград",NULL,"Брежани",NULL,"village"
1743,26976,"Благоевград",NULL,"Брестово",NULL,"village"
1744,26980,"Благоевград",NULL,"Буково",NULL,"village"
1745,26983,"Благоевград",NULL,"Бунцево",NULL,"village"
1746,26985,"Благоевград",NULL,"Бучино",NULL,"village"
1747,26987,"Благоевград",NULL,"Българчево",NULL,"village"
1748,26989,"Благоевград",NULL,"Ваклиново",NULL,"village"
1749,27003,"Благоевград",NULL,"Велющец",NULL,"village"
1750,27005,"Благоевград",NULL,"Виногради",NULL,"village"
1751,27007,"Благоевград",NULL,"Вишлене",NULL,"village"
1752,27009,"Благоевград",NULL,"Влахи",NULL,"village"
1753,27011,"Благоевград",NULL,"Волно",NULL,"village"
1754,27013,"Благоевград",NULL,"Вракуповица",NULL,"village"
1755,27015,"Благоевград",NULL,"Враня",NULL,"village"
1756,27017,"Благоевград",NULL,"Вълково",NULL,"village"
1757,27019,"Благоевград",NULL,"Габрене",NULL,"village"
1758,27038,"Благоевград",NULL,"Габрово",NULL,"village"
1759,27040,"Благоевград",NULL,"Гайтаниново",NULL,"village"
1760,27042,"Благоевград",NULL,"Гега",NULL,"village"
1761,27044,"Благоевград",NULL,"Генерал Тодоров",NULL,"village"
1762,27049,"Благоевград",NULL,"Годешево",NULL,"village"
1763,27060,"Благоевград",NULL,"Годлево",NULL,"village"
1764,27063,"Благоевград",NULL,"Голешово",NULL,"village"
1765,27065,"Благоевград",NULL,"Гореме",NULL,"village"
1766,27067,"Благоевград",NULL,"Горна Брезница",NULL,"village"
1767,27072,"Благоевград",NULL,"Горна Крушица",NULL,"village"
1768,27074,"Благоевград",NULL,"Горна Рибница",NULL,"village"
1769,27076,"Благоевград",NULL,"Горна Сушица",NULL,"village"
1770,27078,"Благоевград",NULL,"Горно Дряново",NULL,"village"
1771,27080,"Благоевград",NULL,"Горно Осеново",NULL,"village"
1772,27082,"Благоевград",NULL,"Горно Спанчево",NULL,"village"
1773,27085,"Благоевград",NULL,"Горно Хърсово",NULL,"village"
1774,27087,"Благоевград",NULL,"Горчево",NULL,"village"
1775,27089,"Благоевград",NULL,"Господинци",NULL,"village"
1776,27091,"Благоевград",NULL,"Гостун",NULL,"village"
1777,27093,"Благоевград",NULL,"Градево",NULL,"village"
1778,27095,"Благоевград",NULL,"Гълъбово",NULL,"village"
1779,27099,"Благоевград",NULL,"Дебочица",NULL,"village"
1780,27101,"Благоевград",NULL,"Дебрене",NULL,"village"
1781,27103,"Благоевград",NULL,"Делвино",NULL,"village"
1782,27105,"Благоевград",NULL,"Делчево",NULL,"village"
1783,27107,"Благоевград",NULL,"Джигурово",NULL,"village"
1784,27109,"Благоевград",NULL,"Добри Лаки",NULL,"village"
1785,27111,"Благоевград",NULL,"Добротино",NULL,"village"
1786,27113,"Благоевград",NULL,"Докатичево",NULL,"village"
1787,27115,"Благоевград",NULL,"Долен",NULL,"village"
1788,27119,"Благоевград",NULL,"Долене",NULL,"village"
1789,27121,"Благоевград",NULL,"Долени",NULL,"village"
1790,27123,"Благоевград",NULL,"Долна Градешница",NULL,"village"
1791,27131,"Благоевград",NULL,"Долна Крушица",NULL,"village"
1792,27133,"Благоевград",NULL,"Долна Рибница",NULL,"village"
1793,27135,"Благоевград",NULL,"Долно Осеново",NULL,"village"
1794,27139,"Благоевград",NULL,"Долно Спанчево",NULL,"village"
1795,27141,"Благоевград",NULL,"Драгуш",NULL,"village"
1796,27143,"Благоевград",NULL,"Драката",NULL,"village"
1797,27145,"Благоевград",NULL,"Дрангово",NULL,"village"
1798,27150,"Благоевград",NULL,"Дренково",NULL,"village"
1799,27152,"Благоевград",NULL,"Дреновица",NULL,"village"
1800,27154,"Благоевград",NULL,"Дреново",NULL,"village"
1801,27156,"Благоевград",NULL,"Дъбрава",NULL,"village"
1802,27161,"Благоевград",NULL,"Еленово",NULL,"village"
1803,27168,"Благоевград",NULL,"Железница",NULL,"village"
1804,27173,"Благоевград",NULL,"Жижево",NULL,"village"
1805,27179,"Благоевград",NULL,"Зелендол",NULL,"village"
1806,27181,"Благоевград",NULL,"Златолист",NULL,"village"
1807,27183,"Благоевград",NULL,"Зойчене",NULL,"village"
1808,27185,"Благоевград",NULL,"Зорница",NULL,"village"
1809,27187,"Благоевград",NULL,"Иваново",NULL,"village"
1810,27189,"Благоевград",NULL,"Игралище",NULL,"village"
1811,27191,"Благоевград",NULL,"Изгрев",NULL,"village"
1812,27211,"Благоевград",NULL,"Кавракирово",NULL,"village"
1813,27241,"Благоевград",NULL,"Калиманци",NULL,"village"
1814,27243,"Благоевград",NULL,"Камена",NULL,"village"
1815,27245,"Благоевград",NULL,"Каменица",NULL,"village"
1816,27248,"Благоевград",NULL,"Капатово",NULL,"village"
1817,27251,"Благоевград",NULL,"Катунци",NULL,"village"
1818,27276,"Благоевград",NULL,"Кладенци",NULL,"village"
1819,27278,"Благоевград",NULL,"Клепало",NULL,"village"
1820,27280,"Благоевград",NULL,"Клисура",NULL,"village"
1821,27282,"Благоевград",NULL,"Ключ",NULL,"village"
1822,27313,"Благоевград",NULL,"Ковачево",NULL,"village"
1823,27315,"Благоевград",NULL,"Колибите",NULL,"village"
1824,27317,"Благоевград",NULL,"Конарско",NULL,"village"
1825,27320,"Благоевград",NULL,"Краище",NULL,"village"
1826,27341,"Благоевград",NULL,"Кремен",NULL,"village"
1827,27343,"Благоевград",NULL,"Крибул",NULL,"village"
1828,27346,"Благоевград",NULL,"Кромидово",NULL,"village"
1829,27348,"Благоевград",NULL,"Крупник",NULL,"village"
1830,27376,"Благоевград",NULL,"Крушево",NULL,"village"
1831,27378,"Благоевград",NULL,"Крънджилица",NULL,"village"
1832,27380,"Благоевград",NULL,"Кръстилци",NULL,"village"
1833,27382,"Благоевград",NULL,"Кузьово",NULL,"village"
1834,27384,"Благоевград",NULL,"Кукурахцево",NULL,"village"
1835,27388,"Благоевград",NULL,"Ладарево",NULL,"village"
1836,27390,"Благоевград",NULL,"Ласкарево",NULL,"village"
1837,27392,"Благоевград",NULL,"Лебница",NULL,"village"
1838,27396,"Благоевград",NULL,"Левуново",NULL,"village"
1839,27406,"Благоевград",NULL,"Лехово",NULL,"village"
1840,27410,"Благоевград",NULL,"Лешница",NULL,"village"
1841,27418,"Благоевград",NULL,"Лещен",NULL,"village"
1842,27420,"Благоевград",NULL,"Лиляново",NULL,"village"
1843,27422,"Благоевград",NULL,"Лисия",NULL,"village"
1844,27424,"Благоевград",NULL,"Логодаж",NULL,"village"
1845,27427,"Благоевград",NULL,"Лозеница",NULL,"village"
1846,27429,"Благоевград",NULL,"Лъки",NULL,"village"
1847,27434,"Благоевград",NULL,"Любовка",NULL,"village"
1848,27436,"Благоевград",NULL,"Лютово",NULL,"village"
1849,27438,"Благоевград",NULL,"Марикостиново",NULL,"village"
1850,27463,"Благоевград",NULL,"Марино Поле",NULL,"village"
1851,27465,"Благоевград",NULL,"Марулево",NULL,"village"
1852,27467,"Благоевград",NULL,"Марчево",NULL,"village"
1853,27470,"Благоевград",NULL,"Махалата",NULL,"village"
1854,27472,"Благоевград",NULL,"Мендово",NULL,"village"
1855,27474,"Благоевград",NULL,"Места",NULL,"village"
1856,27476,"Благоевград",NULL,"Мечкул",NULL,"village"
1857,27509,"Благоевград",NULL,"Митино",NULL,"village"
1858,27511,"Благоевград",NULL,"Михнево",NULL,"village"
1859,27538,"Благоевград",NULL,"Мощанец",NULL,"village"
1860,27540,"Благоевград",NULL,"Никудин",NULL,"village"
1861,27542,"Благоевград",NULL,"Нова Ловча",NULL,"village"
1862,27544,"Благоевград",NULL,"Ново Делчево",NULL,"village"
1863,27569,"Благоевград",NULL,"Ново Кономлади",NULL,"village"
1864,27573,"Благоевград",NULL,"Ново Ходжово",NULL,"village"
1865,27575,"Благоевград",NULL,"Обел",NULL,"village"
1866,27577,"Благоевград",NULL,"Обидим",NULL,"village"
1867,27579,"Благоевград",NULL,"Ореше",NULL,"village"
1868,27581,"Благоевград",NULL,"Орцево",NULL,"village"
1869,27583,"Благоевград",NULL,"Осеново",NULL,"village"
1870,27586,"Благоевград",NULL,"Осиково",NULL,"village"
1871,27589,"Благоевград",NULL,"Осина",NULL,"village"
1872,27593,"Благоевград",NULL,"Ощава",NULL,"village"
1873,27595,"Благоевград",NULL,"Падеш",NULL,"village"
1874,27597,"Благоевград",NULL,"Палат",NULL,"village"
1875,27599,"Благоевград",NULL,"Парил",NULL,"village"
1876,27601,"Благоевград",NULL,"Петрелик",NULL,"village"
1877,27603,"Благоевград",NULL,"Петрово",NULL,"village"
1878,27608,"Благоевград",NULL,"Пиперица",NULL,"village"
1879,27610,"Благоевград",NULL,"Пирин",NULL,"village"
1880,27612,"Благоевград",NULL,"Плетена",NULL,"village"
1881,27620,"Благоевград",NULL,"Плоски",NULL,"village"
1882,27622,"Благоевград",NULL,"Покровник",NULL,"village"
1883,27636,"Благоевград",NULL,"Полена",NULL,"village"
1884,27642,"Благоевград",NULL,"Поленица",NULL,"village"
1885,27665,"Благоевград",NULL,"Полето",NULL,"village"
1886,27667,"Благоевград",NULL,"Право Бърдо",NULL,"village"
1887,27669,"Благоевград",NULL,"Първомай",NULL,"village"
1888,27698,"Благоевград",NULL,"Раздол",NULL,"village"
1889,27700,"Благоевград",NULL,"Ракитна",NULL,"village"
1890,27702,"Благоевград",NULL,"Рибник",NULL,"village"
1891,27705,"Благоевград",NULL,"Рибново",NULL,"village"
1892,27719,"Благоевград",NULL,"Рупите",NULL,"village"
1893,27746,"Благоевград",NULL,"Ръждак",NULL,"village"
1894,27749,"Благоевград",NULL,"Садово",NULL,"village"
1895,27751,"Благоевград",NULL,"Самуилова Крепост",NULL,"village"
1896,27753,"Благоевград",NULL,"Самуилово",NULL,"village"
1897,27775,"Благоевград",NULL,"Седелец",NULL,"village"
1898,27777,"Благоевград",NULL,"Селище",NULL,"village"
1899,27780,"Благоевград",NULL,"Сенокос",NULL,"village"
1900,27782,"Благоевград",NULL,"Склаве",NULL,"village"
1901,27798,"Благоевград",NULL,"Скребатно",NULL,"village"
1902,27800,"Благоевград",NULL,"Скрът",NULL,"village"
1903,27827,"Благоевград",NULL,"Слащен",NULL,"village"
1904,27851,"Благоевград",NULL,"Сливница",NULL,"village"
1905,27853,"Благоевград",NULL,"Смолево",NULL,"village"
1906,27855,"Благоевград",NULL,"Спатово",NULL,"village"
1907,27857,"Благоевград",NULL,"Стара Кресна",NULL,"village"
